Date,puzzle_number,word,Vowel_Count,Consonant_Count,Repeated_Letters,First_Letter
2/15/2023,606,SALSA,2,3,Yes,S
2/16/2023,607,MAGIC,2,3,No,M
2/17/2023,608,CACHE,2,3,Yes,C
2/18/2023,609,AVAIL,3,2,Yes,A
2/19/2023,610,KIOSK,2,3,Yes,K
2/20/2023,611,SWEAT,2,3,No,S
2/21/2023,612,RUDDY,1,4,Yes,R
2/22/2023,613,RIPER,2,3,Yes,R
2/23/2023,614,VAGUE,3,2,No,V
2/24/2023,615,ARBOR,2,3,Yes,A
2/25/2023,616,FIFTY,1,4,Yes,F
2/26/2023,617,SYRUP,1,4,No,S
2/27/2023,618,WORSE,2,3,No,W
2/28/2023,619,POLKA,2,3,No,P
3/1/2023,620,MOOSE,3,2,Yes,M
3/2/2023,621,ABOVE,3,2,No,A
3/3/2023,622,SQUAT,2,3,No,S
3/4/2023,623,TREND,1,4,No,T
3/5/2023,624,TOXIC,2,3,No,T
3/6/2023,625,PINKY,1,4,No,P
3/7/2023,626,HORSE,2,3,No,H
3/8/2023,627,REGAL,2,3,No,R
3/9/2023,628,WHERE,2,3,Yes,W
3/10/2023,629,REVEL,2,3,Yes,R
3/11/2023,630,EMAIL,3,2,No,E
3/12/2023,631,BIRTH,1,4,No,B
3/13/2023,632,BLAME,2,3,No,B
3/14/2023,633,SURLY,1,4,No,S
3/15/2023,634,SWEEP,2,3,Yes,S
3/16/2023,635,CIDER,2,3,No,C
3/17/2023,636,MEALY,2,3,No,M
3/18/2023,637,YACHT,1,4,No,Y
3/19/2023,638,CREDO,2,3,No,C
3/20/2023,639,GLOVE,2,3,No,G
3/21/2023,640,TOUGH,2,3,No,T
3/22/2023,641,DUVET,2,3,No,D
3/23/2023,642,STAID,2,3,No,S
3/24/2023,643,GROUT,2,3,No,G
3/25/2023,644,VOTER,2,3,No,V
3/26/2023,645,UNTIE,3,2,No,U
3/27/2023,646,GUANO,3,2,No,G
3/28/2023,647,HURRY,1,4,Yes,H
3/29/2023,648,BESET,2,3,Yes,B
3/30/2023,649,BREAD,2,3,No,B
3/31/2023,650,EVERY,2,3,Yes,E
4/1/2023,651,MARCH,1,4,No,M
4/2/2023,652,STOCK,1,4,No,S
4/3/2023,653,FLORA,2,3,No,F
4/4/2023,654,RATIO,3,2,No,R
4/5/2023,655,SMASH,1,4,Yes,S
4/6/2023,656,LEAFY,2,3,No,L
4/7/2023,657,LOCUS,2,3,No,L
4/8/2023,658,LEDGE,2,3,Yes,L
4/9/2023,659,SNAFU,2,3,No,S
4/10/2023,660,UNDER,2,3,No,U
4/11/2023,661,QUALM,2,3,No,Q
4/12/2023,662,BORAX,2,3,No,B
4/13/2023,663,CARAT,2,3,Yes,C
4/14/2023,664,THIEF,2,3,No,T
4/15/2023,665,AGONY,2,3,No,A
4/16/2023,666,DWELT,1,4,No,D
4/17/2023,667,WHIFF,1,4,Yes,W
4/18/2023,668,HOUND,2,3,No,H
4/19/2023,669,THUMP,1,4,No,T
4/20/2023,670,PLATE,2,3,No,P
4/21/2023,671,KAYAK,2,3,Yes,K
4/22/2023,672,BROKE,2,3,No,B
4/23/2023,673,UNZIP,2,3,No,U
4/24/2023,674,DITTO,2,3,Yes,D
4/25/2023,675,JOKER,2,3,No,J
4/26/2023,676,METRO,2,3,No,M
4/27/2023,677,LOGIC,2,3,No,L
4/28/2023,678,CIRCA,2,3,Yes,C
4/29/2023,679,CEDAR,2,3,No,C
4/30/2023,680,PLAZA,2,3,Yes,P
5/1/2023,681,RANGE,2,3,No,R
5/2/2023,682,SULKY,1,4,No,S
5/3/2023,683,HORDE,2,3,No,H
5/4/2023,684,GUPPY,1,4,Yes,G
5/5/2023,685,BELOW,2,3,No,B
5/6/2023,686,ANGER,2,3,No,A
5/7/2023,687,GHOUL,2,3,No,G
5/8/2023,688,AGLOW,2,3,No,A
5/9/2023,689,COCOA,3,2,Yes,C
5/10/2023,690,ETHIC,2,3,No,E
5/11/2023,691,BROOM,2,3,Yes,B
5/12/2023,692,SNACK,1,4,No,S
5/13/2023,693,ACRID,2,3,No,A
5/14/2023,694,SCARF,1,4,No,S
5/15/2023,695,CANOE,3,2,No,C
5/16/2023,696,LATTE,2,3,Yes,L
5/17/2023,697,PLANK,1,4,No,P
5/18/2023,698,SHORN,1,4,No,S
5/19/2023,699,GRIEF,2,3,No,G
5/20/2023,700,FLASK,1,4,No,F
5/21/2023,701,BRASH,1,4,No,B
5/22/2023,702,IGLOO,3,2,Yes,I
5/23/2023,703,CLERK,1,4,No,C
5/24/2023,704,UTTER,2,3,Yes,U
5/25/2023,705,BAGEL,2,3,No,B
5/26/2023,706,SWINE,2,3,No,S
5/27/2023,707,RAMEN,2,3,No,R
5/28/2023,708,SKIMP,1,4,No,S
5/29/2023,709,MOUSE,3,2,No,M
5/30/2023,710,KNEEL,2,3,Yes,K
5/31/2023,711,AGILE,3,2,No,A
6/1/2023,712,JAZZY,1,4,Yes,J
6/2/2023,713,HUMID,2,3,No,H
6/3/2023,714,NANNY,1,4,Yes,N
6/4/2023,715,BEAST,2,3,No,B
6/5/2023,716,ENNUI,3,2,Yes,E
6/6/2023,717,SCOUT,2,3,No,S
6/7/2023,718,HATER,2,3,No,H
6/8/2023,719,CRUMB,1,4,No,C
6/9/2023,720,BALSA,2,3,Yes,B
6/10/2023,721,AGAIN,3,2,Yes,A
6/11/2023,722,GUARD,2,3,No,G
6/12/2023,723,WRONG,1,4,No,W
6/13/2023,724,PLUNK,1,4,No,P
6/14/2023,725,CRIME,2,3,No,C
6/15/2023,726,MAYBE,2,3,No,M
6/16/2023,727,STRAP,1,4,No,S
6/17/2023,728,RANCH,1,4,No,R
6/18/2023,729,SHYLY,0,5,Yes,S
6/19/2023,730,KAZOO,3,2,Yes,K
6/20/2023,731,FROST,1,4,No,F
6/21/2023,732,CRANE,2,3,No,C
6/22/2023,733,TASTE,2,3,Yes,T
6/23/2023,734,COVET,2,3,No,C
6/24/2023,735,GRAND,1,4,No,G
6/25/2023,736,RODEO,3,2,Yes,R
6/26/2023,737,GUEST,2,3,No,G
6/27/2023,738,ABOUT,3,2,No,A
6/28/2023,739,TRACT,1,4,Yes,T
6/29/2023,740,DINER,2,3,No,D
6/30/2023,741,STRAW,1,4,No,S
7/1/2023,742,BLEEP,2,3,Yes,B
7/2/2023,743,MOSSY,1,4,Yes,M
7/3/2023,744,HOTEL,2,3,No,H
7/4/2023,745,IRATE,3,2,No,I
7/5/2023,746,VENOM,2,3,No,V
7/6/2023,747,WINDY,1,4,No,W
7/7/2023,748,DONUT,2,3,No,D
7/8/2023,749,COWER,2,3,No,C
7/9/2023,750,ENTER,2,3,Yes,E
7/10/2023,751,FOLLY,1,4,Yes,F
7/11/2023,752,EARTH,2,3,No,E
7/12/2023,753,WHIRL,1,4,No,W
7/13/2023,754,BARGE,2,3,No,B
7/14/2023,755,FIEND,2,3,No,F
7/15/2023,756,CRONE,2,3,No,C
7/16/2023,757,TOPAZ,2,3,No,T
7/17/2023,758,DROOP,2,3,Yes,D
7/18/2023,759,FLYER,1,4,No,F
7/19/2023,760,TONIC,2,3,No,T
7/20/2023,761,FLANK,1,4,No,F
7/21/2023,762,BURLY,1,4,No,B
7/22/2023,763,FROZE,2,3,No,F
7/23/2023,764,WHALE,2,3,No,W
7/24/2023,765,HOBBY,1,4,Yes,H
7/25/2023,766,WHEEL,2,3,Yes,W
7/26/2023,767,HEART,2,3,No,H
7/27/2023,768,DISCO,2,3,No,D
7/28/2023,769,ETHOS,2,3,No,E
7/29/2023,770,CURLY,1,4,No,C
7/30/2023,771,BATHE,2,3,No,B
7/31/2023,772,STYLE,1,4,No,S
8/1/2023,773,TENTH,1,4,Yes,T
8/2/2023,774,BEGET,2,3,Yes,B
8/3/2023,775,PARTY,1,4,No,P
8/4/2023,776,CHART,1,4,No,C
8/5/2023,777,ANODE,3,2,No,A
8/6/2023,778,POLYP,1,4,Yes,P
8/7/2023,779,BROOK,2,3,Yes,B
8/8/2023,780,BULLY,1,4,Yes,B
8/9/2023,781,LOVER,2,3,No,L
8/10/2023,782,EMPTY,1,4,No,E
8/11/2023,783,HELLO,2,3,Yes,H
8/12/2023,784,QUICK,2,3,No,Q
8/13/2023,785,WRATH,1,4,No,W
8/14/2023,786,SNAKY,1,4,No,S
8/15/2023,787,INDEX,2,3,No,I
8/16/2023,788,SCRUB,1,4,No,S
8/17/2023,789,AMISS,2,3,Yes,A
8/18/2023,790,EXACT,2,3,No,E
8/19/2023,791,MAGMA,2,3,Yes,M
8/20/2023,792,QUEST,2,3,No,Q
8/21/2023,793,BEACH,2,3,No,B
8/22/2023,794,SPICE,2,3,No,S
8/23/2023,795,VERVE,2,3,Yes,V
8/24/2023,796,WORDY,1,4,No,W
8/25/2023,797,OCEAN,3,2,No,O
8/26/2023,798,CHOIR,2,3,No,C
8/27/2023,799,PEACE,3,2,Yes,P
8/28/2023,800,WRITE,2,3,No,W
8/29/2023,801,CAPER,2,3,No,C
8/30/2023,802,AUDIO,4,1,No,A
8/31/2023,803,BRIDE,2,3,No,B
9/1/2023,804,SPACE,2,3,No,S
9/2/2023,805,ONION,3,2,Yes,O
9/3/2023,806,AWAIT,3,2,Yes,A
9/4/2023,807,GIDDY,1,4,Yes,G
9/5/2023,808,BIRCH,1,4,No,B
9/6/2023,809,GNASH,1,4,No,G
9/7/2023,810,DWELL,1,4,Yes,D
9/8/2023,811,ROUSE,3,2,No,R
9/9/2023,812,LUCKY,1,4,No,L
9/10/2023,813,QUOTE,3,2,No,Q
9/11/2023,814,OLDER,2,3,No,O
9/12/2023,815,WHISK,1,4,No,W
9/13/2023,816,CLEAR,2,3,No,C
9/14/2023,817,RAYON,2,3,No,R
9/15/2023,818,EXERT,2,3,Yes,E
9/16/2023,819,ANGEL,2,3,No,A
9/17/2023,820,MUSIC,2,3,No,M
9/18/2023,821,FRANK,1,4,No,F
9/19/2023,822,CLOSE,2,3,No,C
9/20/2023,823,SNARE,2,3,No,S
9/21/2023,824,STONE,2,3,No,S
9/22/2023,825,BRUSH,1,4,No,B
9/23/2023,826,CAROL,2,3,No,C
9/24/2023,827,RIGHT,1,4,No,R
9/25/2023,828,ROCKY,1,4,No,R
9/26/2023,829,LOYAL,2,3,Yes,L
9/27/2023,830,SMILE,2,3,No,S
9/28/2023,831,COACH,2,3,Yes,C
9/29/2023,832,AZURE,3,2,No,A
9/30/2023,833,DADDY,1,4,Yes,D
10/1/2023,834,BERET,2,3,Yes,B
10/2/2023,835,MERRY,1,4,Yes,M
10/3/2023,836,WHILE,2,3,No,W
10/4/2023,837,SPURT,1,4,No,S
10/5/2023,838,BUNCH,1,4,No,B
10/6/2023,839,CHIME,2,3,No,C
10/7/2023,840,VIOLA,3,2,No,V
10/8/2023,841,BINGE,2,3,No,B
10/9/2023,842,TRUTH,1,4,Yes,T
10/10/2023,843,SNAIL,2,3,No,S
10/11/2023,844,SKUNK,1,4,Yes,S
10/12/2023,845,KNELT,1,4,No,K
10/13/2023,846,UNCLE,2,3,No,U
10/14/2023,847,AGENT,2,3,No,A
10/15/2023,848,LEAKY,2,3,No,L
10/16/2023,849,GRAPH,1,4,No,G
10/17/2023,850,ADULT,2,3,No,A
10/18/2023,851,MERCY,1,4,No,M
10/19/2023,852,SPLAT,1,4,No,S
10/20/2023,853,OCCUR,2,3,Yes,O
10/21/2023,854,SMIRK,1,4,No,S
10/22/2023,855,GIVEN,2,3,No,G
10/23/2023,856,TEMPO,2,3,No,T
10/24/2023,857,CAUSE,3,2,No,C
10/25/2023,858,RETRY,1,4,Yes,R
10/26/2023,859,PIQUE,3,2,No,P
10/27/2023,860,NOBLE,2,3,No,N
10/28/2023,861,MASON,2,3,No,M
10/29/2023,862,PHONY,1,4,No,P
10/30/2023,863,GRAIL,2,3,No,G
10/31/2023,864,BLEAK,2,3,No,B
11/1/2023,865,NOISE,3,2,No,N
11/2/2023,866,UNTIL,2,3,No,U
11/3/2023,867,ARDOR,2,3,Yes,A
11/4/2023,868,MANIA,3,2,Yes,M
11/5/2023,869,FLARE,2,3,No,F
11/6/2023,870,TRADE,2,3,No,T
11/7/2023,871,LIMIT,2,3,Yes,L
11/8/2023,872,NINJA,2,3,Yes,N
11/9/2023,873,GLAZE,2,3,No,G
11/10/2023,874,LEASH,2,3,No,L
11/11/2023,875,ACTOR,2,3,No,A
11/12/2023,876,MEANT,2,3,No,M
11/13/2023,877,GREEN,2,3,Yes,G
11/14/2023,878,SASSY,1,4,Yes,S
11/15/2023,879,SIGHT,1,4,No,S
11/16/2023,880,TRUST,1,4,Yes,T
11/17/2023,881,TARDY,1,4,No,T
11/18/2023,882,THINK,1,4,No,T
11/19/2023,883,QUEUE,4,1,Yes,Q
11/20/2023,884,CANDY,1,4,No,C
11/21/2023,885,PIANO,3,2,No,P
11/22/2023,886,PIXEL,2,3,No,P
11/23/2023,887,QUEEN,3,2,Yes,Q
11/24/2023,888,THROW,1,4,No,T
11/25/2023,889,GUIDE,3,2,No,G
11/26/2023,890,SOLID,2,3,No,S
11/27/2023,891,TAWNY,1,4,No,T
11/28/2023,892,SCOPE,2,3,No,S
11/29/2023,893,SUSHI,2,3,Yes,S
11/30/2023,894,RESIN,2,3,No,R
12/1/2023,895,TAKEN,2,3,No,T
12/2/2023,896,GENRE,2,3,Yes,G
12/3/2023,897,ADAPT,2,3,Yes,A
12/4/2023,898,WORST,1,4,No,W
12/5/2023,899,YOUNG,2,3,No,Y
12/6/2023,900,WOMAN,2,3,No,W
12/7/2023,901,SLEEP,2,3,Yes,S
12/8/2023,902,SHARP,1,4,No,S
12/9/2023,903,SHIFT,1,4,No,S
12/10/2023,904,CHAIN,2,3,No,C
12/11/2023,905,HOUSE,3,2,No,H
12/12/2023,906,THESE,2,3,Yes,T
12/13/2023,907,SPENT,1,4,No,S
12/14/2023,908,WOULD,2,3,No,W
12/15/2023,909,TOPIC,2,3,No,T
12/16/2023,910,GLOBE,2,3,No,G
12/17/2023,911,BACON,2,3,No,B
12/18/2023,912,FUNNY,1,4,Yes,F
12/19/2023,913,TABLE,2,3,No,T
12/20/2023,914,SMALL,1,4,Yes,S
12/21/2023,915,BUILT,2,3,No,B
12/22/2023,916,TOUCH,2,3,No,T
12/23/2023,917,SLOPE,2,3,No,S
12/24/2023,918,GRACE,2,3,No,G
12/25/2023,919,EVOKE,3,2,Yes,E
12/26/2023,920,PHONE,2,3,No,P
12/27/2023,921,DAISY,2,3,No,D
12/28/2023,922,LEARN,2,3,No,L
12/29/2023,923,CHILD,1,4,No,C
12/30/2023,924,THREE,2,3,Yes,T
12/31/2023,925,SALTY,1,4,No,S
1/1/2024,926,MURAL,2,3,No,M
1/2/2024,927,AGING,2,3,Yes,A
1/3/2024,928,TWIRL,1,4,No,T
1/4/2024,929,SCANT,1,4,No,S
1/5/2024,930,LUNGE,2,3,No,L
1/6/2024,931,CABLE,2,3,No,C
1/7/2024,932,STONY,1,4,No,S
1/8/2024,933,FINAL,2,3,No,F
1/9/2024,934,LINER,2,3,No,L
1/10/2024,935,THREW,1,4,No,T
1/11/2024,936,BRIEF,2,3,No,B
1/12/2024,937,ROUTE,3,2,No,R
1/13/2024,938,HEARD,2,3,No,H
1/14/2024,939,DOING,2,3,No,D
1/15/2024,940,LUNCH,1,4,No,L
1/16/2024,941,BLOND,1,4,No,B
1/17/2024,942,COURT,2,3,No,C
1/18/2024,943,STOLE,2,3,No,S
1/19/2024,944,THING,1,4,No,T
1/20/2024,945,LARGE,2,3,No,L
1/21/2024,946,NORTH,1,4,No,N
1/22/2024,947,TWEAK,2,3,No,T
1/23/2024,948,STILL,1,4,Yes,S
1/24/2024,949,RELIC,2,3,No,R
1/25/2024,950,BLOCK,1,4,No,B
1/26/2024,951,ALOOF,3,2,Yes,A
1/27/2024,952,SNAKE,2,3,No,S
1/28/2024,953,EMBER,2,3,Yes,E
1/29/2024,954,LEGGY,1,4,Yes,L
1/30/2024,955,EXPEL,2,3,Yes,E
1/31/2024,956,BULKY,1,4,No,B
2/1/2024,957,ALIVE,3,2,No,A
2/2/2024,958,CLEFT,1,4,No,C
2/3/2024,959,MICRO,2,3,No,M
2/4/2024,960,VERGE,2,3,Yes,V
2/5/2024,961,REPEL,2,3,Yes,R
2/6/2024,962,WHICH,1,4,Yes,W
2/7/2024,963,AFTER,2,3,No,A
2/8/2024,964,PLACE,2,3,No,P
2/9/2024,965,STIFF,1,4,Yes,S
2/10/2024,966,FRIED,2,3,No,F
2/11/2024,967,NEVER,2,3,Yes,N
2/12/2024,968,PASTA,2,3,Yes,P
2/13/2024,969,SCRAM,1,4,No,S
2/14/2024,970,TALON,2,3,No,T
2/15/2024,971,ASCOT,2,3,No,A
2/16/2024,972,STASH,1,4,Yes,S
2/17/2024,973,PSALM,1,4,No,P
2/18/2024,974,RIDGE,2,3,No,R
2/19/2024,975,PRICE,2,3,No,P
2/20/2024,976,MATCH,1,4,No,M
2/21/2024,977,BUILD,2,3,No,B
2/22/2024,978,HEAVY,2,3,No,H
2/23/2024,979,APART,2,3,Yes,A
2/24/2024,980,PIPER,2,3,Yes,P
2/25/2024,981,SMITH,1,4,No,S
2/26/2024,982,OFTEN,2,3,No,O
2/27/2024,983,SENSE,2,3,Yes,S
2/28/2024,984,DEVIL,2,3,No,D
2/29/2024,985,IMAGE,3,2,No,I
3/1/2024,986,FORTY,1,4,No,F
3/2/2024,987,URBAN,2,3,No,U
3/3/2024,988,STATE,2,3,Yes,S
3/4/2024,989,FLAME,2,3,No,F
3/5/2024,990,HUNCH,1,4,Yes,H
3/6/2024,991,TEARY,2,3,No,T
3/7/2024,992,CLONE,2,3,No,C
3/8/2024,993,EARLY,2,3,No,E
3/9/2024,994,CHEER,2,3,Yes,C
3/10/2024,995,GRASP,1,4,No,G
3/11/2024,996,PESKY,1,4,No,P
3/12/2024,997,HEAVE,3,2,Yes,H
3/13/2024,998,LOCAL,2,3,Yes,L
3/14/2024,999,SINCE,2,3,No,S
3/15/2024,1000,ERUPT,2,3,No,E
3/16/2024,1001,TOXIN,2,3,No,T
3/17/2024,1002,SNORT,1,4,No,S
3/18/2024,1003,SPELT,1,4,No,S
3/19/2024,1004,ABIDE,3,2,No,A
3/20/2024,1005,LINGO,2,3,No,L
3/21/2024,1006,SHADE,2,3,No,S
3/22/2024,1007,DECAY,2,3,No,D
3/23/2024,1008,RISEN,2,3,No,R
3/24/2024,1009,TOWEL,2,3,No,T
3/25/2024,1010,SALLY,1,4,Yes,S
3/26/2024,1011,MAYOR,2,3,No,M
3/27/2024,1012,STUNG,1,4,No,S
3/28/2024,1013,SPEAK,2,3,No,S
3/29/2024,1014,REALM,2,3,No,R
3/30/2024,1015,FORCE,2,3,No,F
3/31/2024,1016,TABOO,3,2,Yes,T
4/1/2024,1017,FROND,1,4,No,F
4/2/2024,1018,SERUM,2,3,No,S
4/3/2024,1019,PLAIT,2,3,No,P
4/4/2024,1020,CLIMB,1,4,No,C
4/5/2024,1021,WRIST,1,4,No,W
4/6/2024,1022,FINCH,1,4,No,F
4/7/2024,1023,VOILA,3,2,No,V
4/8/2024,1024,BREED,2,3,Yes,B
4/9/2024,1025,MERGE,2,3,Yes,M
4/10/2024,1026,BROTH,1,4,No,B
4/11/2024,1027,LOUSE,3,2,No,L
4/12/2024,1028,WHINY,1,4,No,W
4/13/2024,1029,STEEL,2,3,Yes,S
4/14/2024,1030,BLIMP,1,4,No,B
4/15/2024,1031,EQUIP,3,2,No,E
4/16/2024,1032,SHANK,1,4,No,S
4/17/2024,1033,TITHE,2,3,Yes,T
4/18/2024,1034,FACET,2,3,No,F
4/19/2024,1035,RAISE,3,2,No,R
4/20/2024,1036,LUCID,2,3,No,L
4/21/2024,1037,JOLLY,1,4,Yes,J
4/22/2024,1038,LASER,2,3,No,L
4/23/2024,1039,ROVER,2,3,Yes,R
4/24/2024,1040,OVERT,2,3,No,O
4/25/2024,1041,INTRO,2,3,No,I
4/26/2024,1042,VAPID,2,3,No,V
4/27/2024,1043,GLEAM,2,3,No,G
4/28/2024,1044,PRUNE,2,3,No,P
4/29/2024,1045,CRAFT,1,4,No,C
4/30/2024,1046,PROWL,1,4,No,P
5/1/2024,1047,DIARY,2,3,No,D
5/2/2024,1048,SLICE,2,3,No,S
5/3/2024,1049,EBONY,2,3,No,E
5/4/2024,1050,VALUE,3,2,No,V
5/5/2024,1051,DECAL,2,3,No,D
5/6/2024,1052,SHAVE,2,3,No,S
5/7/2024,1053,MUSTY,1,4,No,M
5/8/2024,1054,PIOUS,3,2,No,P
5/9/2024,1055,JERKY,1,4,No,J
5/10/2024,1056,MEDIA,3,2,No,M
5/11/2024,1057,TIDAL,2,3,No,T
5/12/2024,1058,OUTER,3,2,No,O
5/13/2024,1059,CUMIN,2,3,No,C
5/14/2024,1060,AMASS,2,3,Yes,A
5/15/2024,1061,PINCH,1,4,No,P
5/16/2024,1062,STALL,1,4,Yes,S
5/17/2024,1063,TUTOR,2,3,Yes,T
5/18/2024,1064,BRINY,1,4,No,B
5/19/2024,1065,HITCH,1,4,Yes,H
5/20/2024,1066,NICER,2,3,No,N
5/21/2024,1067,DINGO,2,3,No,D
5/22/2024,1068,EXALT,2,3,No,E
5/23/2024,1069,SWISH,1,4,Yes,S
5/24/2024,1070,GLIDE,2,3,No,G
5/25/2024,1071,TITAN,2,3,Yes,T
5/26/2024,1072,BEVEL,2,3,Yes,B
5/27/2024,1073,SKIER,2,3,No,S
5/28/2024,1074,MINUS,2,3,No,M
5/29/2024,1075,PAPAL,2,3,Yes,P
5/30/2024,1076,GUMMY,1,4,Yes,G
5/31/2024,1077,CHAOS,2,3,No,C
6/1/2024,1078,BASIN,2,3,No,B
6/2/2024,1079,BRAVO,2,3,No,B
6/3/2024,1080,STARK,1,4,No,S
6/4/2024,1081,GROOM,2,3,Yes,G
6/5/2024,1082,ORGAN,2,3,No,O
6/6/2024,1083,ETHER,2,3,Yes,E
6/7/2024,1084,MELON,2,3,No,M
6/8/2024,1085,HENCE,2,3,Yes,H
6/9/2024,1086,CROWD,1,4,No,C
6/10/2024,1087,MANGA,2,3,Yes,M
6/11/2024,1088,SWUNG,1,4,No,S
6/12/2024,1089,DETER,2,3,Yes,D
6/13/2024,1090,ANGST,1,4,No,A
6/14/2024,1091,VAULT,2,3,No,V
6/15/2024,1092,PROUD,2,3,No,P
6/16/2024,1093,GRIND,1,4,No,G
6/17/2024,1094,PRIOR,2,3,Yes,P
6/18/2024,1095,COVER,2,3,No,C
6/19/2024,1096,TERSE,2,3,Yes,T
6/20/2024,1097,SCENT,1,4,No,S
6/21/2024,1098,PAINT,2,3,No,P
6/22/2024,1099,EDICT,2,3,No,E
6/23/2024,1100,BUGLE,2,3,No,B
6/24/2024,1101,DOLLY,1,4,Yes,D
6/25/2024,1102,SAVOR,2,3,No,S
6/26/2024,1103,KNEAD,2,3,No,K
6/27/2024,1104,ORDER,2,3,Yes,O
6/28/2024,1105,DROVE,2,3,No,D
6/29/2024,1106,ZEBRA,2,3,No,Z
6/30/2024,1107,BUDDY,1,4,Yes,B
7/1/2024,1108,ADAGE,3,2,Yes,A
7/2/2024,1109,INLAY,2,3,No,I
7/3/2024,1110,THIGH,1,4,Yes,T
7/4/2024,1111,DEBUT,2,3,No,D
7/5/2024,1112,CRUSH,1,4,No,C
7/6/2024,1113,SCOFF,1,4,Yes,S
7/7/2024,1114,CANON,2,3,Yes,C
7/8/2024,1115,SHAPE,2,3,No,S
7/9/2024,1116,BLARE,2,3,No,B
7/10/2024,1117,GAUNT,2,3,No,G
7/11/2024,1118,CAMEO,3,2,No,C
7/12/2024,1119,JIFFY,1,4,Yes,J
7/13/2024,1120,ENACT,2,3,No,E
7/14/2024,1121,VIDEO,3,2,No,V
7/15/2024,1122,SWOON,2,3,Yes,S
7/16/2024,1123,DECOY,2,3,No,D
7/17/2024,1124,QUITE,3,2,No,Q
7/18/2024,1125,NERDY,1,4,No,N
7/19/2024,1126,REFER,2,3,Yes,R
7/20/2024,1127,SHAFT,1,4,No,S
7/21/2024,1128,SPECK,1,4,No,S
7/22/2024,1129,CADET,2,3,No,C
7/23/2024,1130,PRONG,1,4,No,P
7/24/2024,1131,FORTE,2,3,No,F
7/25/2024,1132,PORCH,1,4,No,P
7/26/2024,1133,AWASH,2,3,Yes,A
7/27/2024,1134,JUICE,3,2,No,J
7/28/2024,1135,SMOCK,1,4,No,S
7/29/2024,1136,SUPER,2,3,No,S
7/30/2024,1137,FERAL,2,3,No,F
7/31/2024,1138,PENNE,2,3,Yes,P
8/1/2024,1139,CHALK,1,4,No,C
8/2/2024,1140,FLAKE,2,3,No,F
8/3/2024,1141,SCALE,2,3,No,S
8/4/2024,1142,LOWER,2,3,No,L
8/5/2024,1143,ENSUE,3,2,Yes,E
8/6/2024,1144,ANVIL,2,3,No,A
8/7/2024,1145,MACAW,2,3,Yes,M
8/8/2024,1146,SAUCY,2,3,No,S
8/9/2024,1147,OUNCE,3,2,No,O
8/10/2024,1148,MEDIC,2,3,No,M
8/11/2024,1149,SCONE,2,3,No,S
8/12/2024,1150,SKIFF,1,4,Yes,S
8/13/2024,1151,NEIGH,2,3,No,N
8/14/2024,1152,SHORE,2,3,No,S
8/15/2024,1153,ACORN,2,3,No,A
8/16/2024,1154,BRACE,2,3,No,B
8/17/2024,1155,STORM,1,4,No,S
8/18/2024,1156,LANKY,1,4,No,L
8/19/2024,1157,METER,2,3,Yes,M
8/20/2024,1158,DELAY,2,3,No,D
8/21/2024,1159,MULCH,1,4,No,M
8/22/2024,1160,BRUTE,2,3,No,B
8/23/2024,1161,LEECH,2,3,Yes,L
8/24/2024,1162,FILET,2,3,No,F
8/25/2024,1163,SKATE,2,3,No,S
8/26/2024,1164,STAKE,2,3,No,S
8/27/2024,1165,CROWN,1,4,No,C
8/28/2024,1166,LITHE,2,3,No,L
8/29/2024,1167,FLUNK,1,4,No,F
8/30/2024,1168,KNAVE,2,3,No,K
8/31/2024,1169,SPOUT,2,3,No,S
9/1/2024,1170,MUSHY,1,4,No,M
9/2/2024,1171,CAMEL,2,3,No,C
9/3/2024,1172,FAINT,2,3,No,F
9/4/2024,1173,STERN,1,4,No,S
9/5/2024,1174,WIDEN,2,3,No,W
9/6/2024,1175,RERUN,2,3,Yes,R
9/7/2024,1176,OWNER,2,3,No,O
9/8/2024,1177,DRAWN,1,4,No,D
9/9/2024,1178,DEBIT,2,3,No,D
9/10/2024,1179,REBEL,2,3,Yes,R
9/11/2024,1180,AISLE,3,2,No,A
9/12/2024,1181,BRASS,1,4,Yes,B
9/13/2024,1182,HARSH,1,4,Yes,H
9/14/2024,1183,BROAD,2,3,No,B
9/15/2024,1184,RECUR,2,3,Yes,R
9/16/2024,1185,HONEY,2,3,No,H
9/17/2024,1186,BEAUT,3,2,No,B
9/18/2024,1187,FULLY,1,4,Yes,F
9/19/2024,1188,PRESS,1,4,Yes,P
9/20/2024,1189,SMOKE,2,3,No,S
9/21/2024,1190,SEVEN,2,3,Yes,S
9/22/2024,1191,TEACH,2,3,No,T
9/23/2024,1192,STEAM,2,3,No,S
9/24/2024,1193,HANDY,1,4,No,H
9/25/2024,1194,TORCH,1,4,No,T
9/26/2024,1195,THANK,1,4,No,T
9/27/2024,1196,FAITH,2,3,No,F
9/28/2024,1197,BRAIN,2,3,No,B
9/29/2024,1198,RIDER,2,3,Yes,R
9/30/2024,1199,CLOUD,2,3,No,C
10/1/2024,1200,MODEM,2,3,Yes,M
10/2/2024,1201,SHELL,1,4,Yes,S
10/3/2024,1202,WAGON,2,3,No,W
10/4/2024,1203,TITLE,2,3,Yes,T
10/5/2024,1204,MINER,2,3,No,M
10/6/2024,1205,LAGER,2,3,No,L
10/7/2024,1206,FLOUR,2,3,No,F
10/8/2024,1207,JOINT,2,3,No,J
